# M_star [M_sun], T_star [K], M_disk [M_sun], alpha, R [au], T_disk [K], Sigma_gas [g/cm^2], eps, afrag [cm], OmegaK [1/s], tgr [s]
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,2.732742550160057078e-03,9.908696139997085206e-01,3.527793879747840151e+02,2.063984072108362966e+01,2.268853728164098391e-03,7.679953945223212675e-02,1.105614079178431287e-07,3.986483229911437511e+09
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.339410655485413098e-04,4.984654321162948598e+00,2.540965654374803933e+02,2.019899101793032159e+01,6.098250201837363167e-03,2.322431040559553406e+00,1.959772923065848746e-08,8.367370665064479828e+09
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,7.569943978223138111e-04,7.219532446474302034e+00,1.963593379815111177e+02,1.202065263099755654e+01,2.731683030412370566e-02,2.912375549081780979e-01,1.026370332335706406e-08,3.566691979309197426e+09
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,5.810321459657947791e-04,9.217533435507624517e+01,5.274824995603101030e+01,4.075355308898979123e-01,9.752270284480838436e-01,5.331091569371350369e-02,2.134356058554086206e-10,4.804269919877949715e+09
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,1.160797365808636725e-03,1.264991308076931054e+00,4.501231348974143884e+02,5.020702046849997657e+01,1.099348850525715265e-01,3.447707574903433603e-01,1.327570647192865842e-07,6.851833985773809254e+07
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,4.484454201192113719e-05,1.590020305561351099e+00,4.782269469308736234e+02,6.413914281366966463e+01,1.936296439456139992e-03,1.450014286717684087e+01,1.174972523739996132e-07,4.395420629971952438e+09
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,8.533326917014446514e-04,2.696785534661923833e+01,6.763011012784748743e+01,9.408449920046831894e-01,5.209929150005633280e-01,6.011823349569684477e-02,7.786794461420415901e-10,2.464957702227914333e+09
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,5.456455093680464240e-04,1.869718351091527708e+01,4.906486043761206162e+01,5.196970709098123198e-01,2.106790640917690915e-01,8.137489987782486889e-02,8.167699584120490643e-10,5.811374507925785065e+09
8.000000000000000167e-02,2.836000000000000000e+03,4.000000000000000083e-03,4.460910591438679504e-03,9.042918956435865852e-01,2.079021866381816324e+02,5.952571398769096689e+00,2.007299632833572153e-03,2.302393580059961670e-02,6.548619160053278017e-08,7.607431673366726875e+09
1.499999999999999944e-02,2.514000000000000000e+03,7.500000000000000156e-04,6.915566562959734112e-03,9.338018124749548621e-01,1.144298525980349837e+02,1.085819027785100088e+00,2.571767005722388477e-01,4.922260274944354093e-03,2.702285678953255264e-08,1.438921560694475174e+08
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,8.141552221361955059e-04,7.910441460974707573e-01,6.158177791365814073e+02,9.178177205171951414e+01,6.293740542264901483e-02,6.568449400877313105e-01,2.967993599208851295e-07,5.353381634914236516e+07
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,5.777360637068428006e-03,4.685355012934001584e-01,3.098132749474906973e+02,1.435714455810567536e+01,4.008753619336009877e-02,2.877155897390171538e-02,2.058971269404731894e-07,1.211547228282300234e+08
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,6.597000850764169616e-03,4.031380174258460514e+00,2.915344985911353319e+02,2.644300468426840922e+01,5.767768460213986703e-01,4.931709912634957282e-02,2.804521292249092905e-08,6.182063199634779990e+07
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,3.209889509802926928e-04,2.068388973972049794e+00,4.070058151076191280e+02,4.744052832575985690e+01,3.091472596951340412e-03,1.309308720901469547e+00,7.631168693242372950e-08,4.238806041642360210e+09
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,1.555321749488905534e-03,7.535484993760301009e+00,1.674077314376240224e+02,8.087880687416332037e+00,2.306503958211856924e-04,1.115629668495405347e-01,8.052855477147795190e-09,5.383886438254065552e+11
1.000000000000000021e-02,2.387000000000000000e+03,5.000000000000000104e-04,4.250546042122752347e-03,4.967822079955193648e-01,1.344686348271085023e+02,1.241605017641943309e+00,6.939777976477755628e-01,7.793782822689165023e-03,5.686154408125257195e-08,2.534170172025765106e+07
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,1.025322779951510826e-04,4.174086368396456859e-01,7.835998902277616480e+02,1.296337833970439988e+02,2.883363255379075858e-03,5.868926871042029703e+00,7.004010799883432370e-07,4.951694393848847151e+08
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,4.139398844166143209e-04,7.535063313982015565e-01,6.946913802511340918e+02,1.217742217862819558e+02,5.837643880822465312e-04,1.520564044242679991e+00,3.601648765870434596e-07,4.756210246737152100e+09
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,5.753070699858955396e-03,1.576927907026398223e+01,1.428606903673365878e+02,6.775251599468603558e+00,3.304563730713730996e-01,2.957213787994416102e-02,3.482896456760143631e-09,8.688509985368762016e+08
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,4.064337562491981683e-05,5.774373514202988389e-01,6.943092216582315359e+02,1.091962569216836556e+02,5.586246955037115804e-03,1.590623871645752807e+01,4.537434719801013236e-07,3.945204130784341097e+08
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,1.549803133690440867e-03,2.571006230746423427e+00,1.801782210960255952e+02,6.040757618358369108e+00,3.012162917385338701e-01,7.768180920285529256e-02,2.159871943505937224e-08,1.537069621529777050e+08
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,3.847138562890499891e-04,7.915609713101868783e-01,3.247212726956295228e+02,1.667827116403947230e+01,2.613858408076787793e-03,4.816152179563359392e-01,1.264317466238285245e-07,3.025950393584277630e+09
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,4.967170036412344412e-03,6.656968651859519470e-01,2.599160739562652225e+02,1.063723307124899975e+01,6.544359660303886161e-02,2.955441717820596684e-02,1.215763984407597788e-07,1.256850340867250413e+08
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,1.410131951417868332e-03,7.338915125282105123e+01,2.247300485010428162e+01,5.407195775820220623e-02,3.731876211067407224e-04,6.782884103656685107e-03,8.672624298336889073e-11,3.089742150294614844e+13
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.131355257765505242e-03,5.837922104926112610e+01,7.169098348452517655e+01,1.187854605458685819e+00,3.435457601904388144e-03,5.325726009370235908e-02,4.681409128329847401e-10,6.217829502938072510e+11
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,4.041047578247814083e-03,4.335376572298335063e-01,3.785635038954055744e+02,2.091825507020878305e+01,2.161296882778571159e-04,4.904807852979186505e-02,2.701301680979979250e-07,1.712822992065437126e+10
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,7.700648876263814155e-03,9.127506420542659260e-01,4.547449240107418404e+02,4.428961632478385724e+01,7.852686326495411651e-03,4.536518563659693026e-02,1.768540881751385457e-07,7.200566183411026001e+08
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,4.474124370727445600e-03,1.111090910272984011e+01,7.478457380586331738e+01,1.200407761427503273e+00,3.041358014080609807e-04,1.287850293565671184e-02,2.082039365018520928e-09,1.579223206742938721e+12
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,2.954202436996795911e-04,1.319614684438598395e+01,1.507756145122056637e+02,7.435772962099392203e+00,4.595016866706697783e-04,6.281885863275463722e-01,4.356054774080511758e-09,4.995966965899332886e+11
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,5.614123113942395826e-03,4.823711816104977856e+01,8.682879716574177564e+01,2.039431662613176766e+00,2.076235094349260790e-01,1.501198618815292873e-02,7.031689514205052086e-10,6.849577537754964828e+09
8.999999999999998279e-02,2.861000000000000000e+03,4.499999999999999660e-03,1.548474087933477978e-03,6.610904372855220812e-01,2.531533567086484027e+02,8.754993026657226451e+00,1.371578034478149188e-02,8.015514800284030683e-02,1.111213837852698649e-07,6.561178266273254156e+08
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,5.889890856841500369e-04,2.094722859088140154e+00,1.996136458985392892e+02,7.218897100846421111e+00,6.155012045237196437e-04,2.216638451738855708e-01,2.936924882044159803e-08,5.531950102144180298e+10
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,6.060907012513610734e-03,1.900386404194331913e+00,1.675790328525309576e+02,5.105328048455092471e+00,6.323327753991255396e-04,1.803086030342222409e-02,2.740163663777164039e-08,5.771355200982421112e+10
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,1.690018785070274089e-04,1.897371852708206319e+01,1.343828304540855640e+02,6.046323795948216784e+00,3.315971412991437078e-02,1.224384142021131883e+00,2.746696630356098480e-09,1.097939797539947510e+10
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,1.502806919694027942e-03,1.024482074179651825e+01,9.026450476716220805e+01,1.730705239027961806e+00,5.605622276453172681e-01,4.598545429747612906e-02,2.715352090903804566e-09,6.569767773718533516e+08
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,2.143159990311149440e-03,5.193241886288083720e+01,8.368318954240520213e+01,1.822873017886676772e+00,4.321300421923406293e-04,3.655752116099880711e-02,6.294683376204956957e-10,3.676305974949154297e+12
2.000000000000000042e-02,2.594000000000000000e+03,1.000000000000000021e-03,3.061032002016378373e-03,6.026172361098024455e-01,1.565562562239358044e+02,2.105747552208935947e+00,3.961773474763492786e-02,1.576697372693403043e-02,6.018944973217779228e-08,4.193628809636524916e+08
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,1.618938030400028085e-03,1.600957681594093129e+00,1.602271751140349068e+02,4.554351603017947170e+00,1.533799788869252001e-01,6.305877340511144291e-02,3.108121020403662454e-08,2.097651832691030502e+08
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,4.460697819775437541e-04,5.215024335769384578e+01,4.864936978257596678e+01,3.880874350540027273e-01,1.699855172093940343e-03,8.563905567756996406e-02,2.895634998933316582e-10,2.031628337364122070e+12
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,6.678019145486188517e-03,4.471958236312028490e+00,1.178715130178746335e+02,2.782276932359880828e+00,4.918709223110392936e-02,1.267998455892956761e-02,8.153925140131766613e-09,2.493343595943408489e+09
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,2.393449355986466184e-03,4.097440847298684297e+00,2.802592058600382643e+02,2.405940219263103685e+01,1.806303941613137494e-03,1.286764286273074376e-01,2.629597529593675955e-08,2.105328585939712143e+10
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,2.822424081926482118e-03,3.499889257954180977e+01,3.116041155874169633e+01,1.591460000894577842e-01,1.599017042588736677e-03,6.566614753065603063e-03,2.544106366375814932e-10,2.458168463548272461e+12
2.000000000000000042e-02,2.594000000000000000e+03,1.000000000000000021e-03,7.655468615616254063e-04,1.700145296190827082e+01,2.957164773268334912e+01,1.044569044990411588e-01,1.833044956308175263e-03,2.127411428645954727e-02,4.016554270856331643e-10,1.358229766827714600e+12
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,1.749735206189157203e-03,7.715290947217369855e+00,7.635314896651546235e+01,1.243470419413843508e+00,1.299230884917794112e-04,3.355207568311342758e-02,3.081311318942244931e-09,2.497917466464326172e+12
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,2.337648969828463961e-03,9.112211934169533123e+00,7.025929954440820779e+01,1.064105661194302499e+00,1.526839966883659916e-02,2.331561436856054159e-02,2.400647104200046249e-09,2.728212265235676956e+10
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,5.324848968430504273e-03,2.194249577145890751e+00,2.370656985583082701e+02,1.040077092894357236e+01,5.672894047622019376e-02,2.955469408788411953e-02,3.355052275045859194e-08,5.254072198974655867e+08
5.000000000000000278e-02,2.761000000000000000e+03,2.500000000000000486e-03,3.039913780750368101e-04,5.960854790632537537e+00,6.881221345828245717e+01,7.161780180938582818e-01,1.979139098939544095e-01,1.709504333780933194e-01,3.059073329264502857e-09,1.651709983372580051e+09
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,1.710839174747119142e-04,4.025233455079133549e-01,9.504730843810048100e+02,2.079939279669992800e+02,2.032114963136020386e-03,4.603370105110061061e+00,9.224548240453744770e-07,5.334658460333674550e+08
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,2.586238697189526849e-03,5.845806841590460579e+01,2.785275411697965353e+01,1.185210464345512055e-01,1.036991588975117590e-01,6.005906391466129569e-03,1.477397465716697887e-10,6.527207459444709015e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,1.327810182118927158e-03,3.529099159857633339e+00,3.209988895877718278e+02,3.203321540820950020e+01,3.730197194700279190e-02,2.697029070197382028e-01,3.553333128333148282e-08,7.544531635430761576e+08
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,2.832607989390704137e-04,1.777454856672890271e+00,3.797308152084891049e+02,3.744944832004816249e+01,1.037939585026730792e-04,1.258513691843703208e+00,7.970601278009099675e-08,1.208750982461578827e+11
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,2.204156121918763797e-03,1.191658062004714802e+00,1.612879026127849045e+02,3.523411635070255787e+00,3.186154734467644433e-04,3.557431958631723790e-02,3.749003456963729798e-08,8.371770143514398193e+10
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,4.570185704456087260e-04,2.488219222166824007e+00,3.344730508287647126e+02,3.107789427450620678e+01,1.757591913866970654e-02,7.320223445641942384e-01,5.072648126543448791e-08,1.121623800730936289e+09
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,4.269069954661545464e-03,5.794952126281651683e-01,6.650436612919015715e+02,9.797852453896334168e+01,1.461686798642174712e-01,1.237841548294234817e-01,4.281679690769625713e-07,1.597833419688835554e+07
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,3.703201788479913806e-05,8.412680358726811747e-01,5.971526866699728089e+02,8.707133573182019859e+01,6.632472674177744380e-03,1.851937505649794957e+01,2.706216011960033262e-07,5.571370897869373560e+08
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,2.722861279321242816e-03,1.165303952011303101e+00,5.255287282958063315e+02,7.183504085085721158e+01,6.426202908620738674e-02,1.800719071527320247e-01,1.733801973616661622e-07,8.975240043665187061e+07
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,2.633415400205138730e-04,4.111360865735583126e+00,1.229317483881515756e+02,2.998383740887296423e+00,2.820202423647278018e-04,3.663385774438441822e-01,9.249855150909881562e-09,3.833405720526451416e+11
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,4.108049870404526459e-04,4.518077517695040513e+00,2.836995762282392093e+02,2.573135376339185143e+01,5.979140487594446912e-02,7.971496233530093178e-01,2.453020625574774293e-08,6.818047809787567854e+08
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,3.987665518797808579e-04,2.047946893594420104e+01,1.118723254483666381e+02,3.854603972618788177e+00,1.044253032023705280e-03,3.250907145857914182e-01,2.038031620377852818e-09,4.698760802853679810e+11
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,7.034377362372129126e-04,9.795788218915800982e+00,1.870242300475882473e+02,1.174179341390399145e+01,1.081197946114132412e-02,3.217824864092408421e-01,7.404236704565304767e-09,1.249149716666773033e+10
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,4.821095715016494865e-03,3.850276200672231397e+01,3.423876941508286365e+01,2.204975762849278043e-01,1.823773250517515907e-03,4.806962756192004541e-03,2.763924745945958111e-10,1.983823105685691895e+12
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,2.740414950900180689e-03,4.345847881218423581e+00,1.684517300893669471e+02,5.708208147158491563e+00,1.534303107569141844e-01,4.437121857287768673e-02,1.203695246601511440e-08,5.414673695266408920e+08
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,2.784848435741348743e-04,4.425393472135331074e-01,6.908023286385979418e+02,9.592243574088600155e+01,5.889610881580934973e-04,1.792752369824807124e+00,5.658337950405047256e-07,3.000713380803947449e+09
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,2.319310559496916887e-03,4.003741854622241414e-01,4.236232307942161697e+02,2.537195081159471499e+01,7.459650540595486046e-02,9.263345081099412515e-02,3.240358470245966769e-07,4.137027995858711749e+07
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.119564597776725448e-03,7.908044032915636734e+00,1.947685321139850316e+02,1.215282755169572759e+01,1.200068350128497517e-02,2.002779325436278290e-01,9.389888239809227485e-09,8.874289548377521515e+09
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,1.192465703831076295e-03,2.923479738028193609e+00,2.687694468658381766e+02,1.889753238289198833e+01,1.909682935338501142e-01,2.116737083503381633e-01,3.332472595307523595e-08,1.571347163856746852e+08
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,3.181660468133610652e-04,4.548579080170316868e-01,2.826161101732000702e+02,1.003951656293033601e+01,9.065783235821522901e-03,4.049582676247925339e-01,1.777398078002878625e-07,6.205974160333030224e+08
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,8.601627435021664452e-04,1.206870718837338874e+00,1.705629315823785248e+02,4.182262812936112795e+00,1.185580373622067973e-02,1.026730052411672783e-01,4.029422631451780164e-08,2.093274473095976353e+09
2.000000000000000042e-02,2.594000000000000000e+03,1.000000000000000021e-03,1.024284411364553404e-03,5.107930572852601436e+00,5.378939735853783333e+01,3.293453392422828196e-01,1.135457024178410379e-01,2.210580777815836229e-02,2.439019195172982855e-09,3.610888519448356152e+09
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,8.683501249847995745e-05,1.143903379693485434e+00,4.733478721819755037e+02,5.474075082233928669e+01,2.168785548779568473e-02,5.057514299439783478e+00,1.543849419979487414e-07,2.986609555581110120e+08
5.000000000000000278e-02,2.761000000000000000e+03,2.500000000000000486e-03,1.427948142058264305e-03,1.875764800592067516e+00,1.226554839278202849e+02,1.985875131167096352e+00,4.786587149793308099e-04,4.078722848256329664e-02,1.732946392211052769e-08,1.205560198103804474e+11
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,2.395993672583448912e-03,6.413087719080579063e+01,2.398460285831813366e+01,6.906340920178517806e-02,1.116444151687795566e-01,4.432852881362279313e-03,1.061689592752160763e-10,8.436560722928024292e+10
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,8.351256915507192236e-03,1.076761903685177435e+00,1.953733661228809240e+02,6.406459950098561507e+00,8.406681891338891417e-04,1.408407002943501407e-02,5.634925473378544831e-08,2.110995023306055832e+10
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,5.736949630742301139e-03,2.291842860079624788e+00,3.035550364824279086e+02,2.336801908288603258e+01,4.470495694267418514e-04,4.813144692483856124e-02,4.801085757963859173e-08,4.659130291659161377e+10
5.000000000000000278e-02,2.761000000000000000e+03,2.500000000000000486e-03,5.760242780652216968e-03,1.074801966488420213e+01,5.125833903230233801e+01,4.131865836474620246e-01,3.941360190738569559e-03,5.024529743681245726e-03,1.263455710257746807e-09,2.008139374781615906e+11
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,9.993951078657060949e-04,1.853125159123350230e+01,1.225625535475787586e+02,4.769586312066173228e+00,5.992237501276496308e-04,1.405025372637903891e-01,2.495804540301098256e-09,6.686524055173225098e+11
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,2.841311428757782327e-03,6.959964495538153439e-01,4.209280913769956101e+02,2.792761003485861693e+01,7.797438568825906802e-03,8.376193975436493910e-02,1.878096010025724862e-07,6.828577583610701561e+08
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,6.221247138316525829e-04,5.021101456659788909e-01,2.594617244613206708e+02,8.612474457614371914e+00,9.491902120553528110e-01,1.920318358074100673e-01,1.480533449125167330e-07,7.115878516796453856e+06
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,7.009229492873745790e-03,9.525648713015714142e-01,2.077197336988480458e+02,7.116429340168497042e+00,1.356361430070347207e-01,1.753254911313659875e-02,6.772138891918137999e-08,1.088676157668337673e+08
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,3.649680727967809495e-03,4.116142231847321398e+01,8.842776108862811668e+01,2.195808823893822037e+00,1.538545727902907445e-01,2.442493734142864650e-02,8.258910544039425159e-10,7.869856786092783928e+09
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.084682337536284791e-04,1.562307370166912346e+00,4.381969645264288147e+02,5.116518598443843757e+01,2.551592965369259974e-02,4.025615475612466021e+00,1.069336323236285632e-07,3.665002579597530365e+08
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,3.475670379805283509e-04,1.018835100454392295e+00,4.789755999464659340e+02,5.374155751656663682e+01,5.078772360308011352e-03,1.161622774491871901e+00,1.731636950531008992e-07,1.137062686682093620e+09
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,1.433995681497205485e-04,1.982017674773027593e+00,1.903968825079545297e+02,6.437418121718308406e+00,5.256295709746338085e-01,9.807892726809900319e-01,2.941920110944402346e-08,6.466798591148657352e+07
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,2.576744808193758506e-04,1.991361208869794552e+01,7.869817749267795648e+01,1.324571637798331869e+00,1.805625748109479956e-04,3.413785348020283439e-01,1.227165852280527160e-09,4.513038090161539062e+12
2.999999999999999889e-02,2.666000000000000000e+03,1.500000000000000031e-03,2.757635890932109372e-03,2.665673645190782981e+00,8.647352337867712890e+01,8.779717432445651726e-01,3.141898520425390195e-01,1.322668513680281405e-02,7.923514534838409966e-09,4.016890446928991079e+08
8.999999999999998279e-02,2.861000000000000000e+03,4.499999999999999660e-03,2.188084059039133687e-03,1.157979195143101947e+01,6.049849404541521380e+01,6.918911299388007530e-01,2.520805606256575904e-01,1.884312721443120661e-02,1.515785745430110719e-09,2.617115112920815468e+09
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,9.158268352276483382e-04,3.753580134895457832e+01,9.259935878449117297e+01,2.488748055685836569e+00,1.570426443334138611e-01,1.065908810713755983e-01,9.483961535707095398e-10,6.714174381647447586e+09
8.999999999999998279e-02,2.861000000000000000e+03,4.499999999999999660e-03,3.208061384980915969e-03,2.187085320425412149e+00,1.391822631573002695e+02,3.129104822237012140e+00,2.363792029223982932e-02,2.514776257776694945e-02,1.846674555169145529e-08,2.290869609420690536e+09
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,8.781495398503772355e-04,2.413783336816265646e+01,1.227413794207306381e+02,4.992725916793963492e+00,9.396187442393036937e-01,1.674322299787532331e-01,1.986480423325940793e-09,5.357522932769182324e+08
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,1.168700327292909085e-03,2.066212622466420967e+01,1.287754644010088896e+02,5.514073939188551599e+00,2.081790296000365637e-01,1.319339776739791303e-01,2.417001164336213560e-09,1.987404004599237204e+09
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,5.466958303878025017e-04,1.404469615420023132e+00,2.261814632074311930e+02,8.667394422980475355e+00,1.362748540435160770e-02,2.528921700267774408e-01,4.932006469369221185e-08,1.487855096168351173e+09
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,6.083542879826240452e-04,7.890572937375385720e+01,6.166992164001168675e+01,6.892288041872682847e-01,5.447573729967458917e-04,7.065988401486532344e-02,2.979210799268067622e-10,6.161630478669876953e+12
2.999999999999999889e-02,2.666000000000000000e+03,1.500000000000000031e-03,1.515948321013708055e-03,4.231131231294988027e+00,6.864167855886813641e+01,5.845704582066698629e-01,2.728541184123312209e-03,2.031761132567215522e-02,3.962265592149248298e-09,9.249662861981660461e+10
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,1.451656806446289258e-03,3.537924626357642666e+01,7.304790401524144272e+01,1.345115238270664371e+00,2.174267755690753243e-02,4.586284780831063196e-02,7.328590575484990260e-10,6.275762718676511383e+10
1.499999999999999944e-02,2.514000000000000000e+03,7.500000000000000156e-04,1.476458051987990889e-04,5.377671326625577120e-01,1.507874978842868074e+02,1.740566475930988455e+00,1.273566691901953929e-01,3.655301046053158198e-01,6.183323169207002918e-08,1.269861517711788416e+08
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,2.540679141000872984e-03,6.606134770893564934e+00,9.698189421107936425e+01,1.956360434108410429e+00,1.367810070508668251e-04,2.852041793382090532e-02,4.541425396904310351e-09,1.609837422247829834e+12
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.905493774434315578e-03,1.526391662750801403e+00,4.591801326572097537e+02,5.694722538785929800e+01,1.730103031618941967e-01,2.334774802264883986e-01,1.156536501555484145e-07,4.997682805578134209e+07
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.107519997446281554e-03,4.084549938396588864e-01,8.876544896524825390e+02,1.760706388030928906e+02,6.831037343355560220e-04,6.424569292581580049e-01,8.354914438159245695e-07,1.752150205032316446e+09
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,4.502187610294787305e-03,4.369354459468962615e-01,7.981724417031779240e+02,1.385296088493342666e+02,6.499502023125455644e-04,1.382732237947984777e-01,6.893531781609588148e-07,2.231917485236851215e+09
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,5.468339233563408210e-03,1.761183141514814254e+00,1.597977138105323718e+02,4.613684587162273587e+00,2.449219503983727023e-03,1.894022235848059205e-02,2.825252462135568478e-08,1.445156992889376259e+10
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,3.261795547054377334e-04,8.265321563021522877e+00,1.431396605725073812e+02,5.301038820684503605e+00,3.239252555801108669e-04,4.252832453499084675e-01,5.924655047029808831e-09,5.210652615619536133e+11
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,2.812677931063831474e-03,4.166361035155023274e+01,6.731600681029745203e+01,1.079562226519605206e+00,1.318599811888438909e-04,2.050211502396628860e-02,5.734663940699734931e-10,1.322449259693160352e+13
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,1.535646781834091061e-03,5.554136478064952698e-01,4.711976719505547067e+02,3.386487794078779245e+01,1.081236789443527219e-02,1.678963740398132509e-01,2.634532166823752077e-07,3.510554180606240034e+08
1.000000000000000021e-02,2.387000000000000000e+03,5.000000000000000104e-04,1.010614273592120704e-03,7.855786108856285255e-01,1.069335956971730752e+02,8.393444571949725264e-01,4.729623420982028703e-01,2.807266907501855882e-02,2.859454717821420031e-08,7.394183318785165250e+07
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,4.041395445228013021e-03,8.324786165191481180e-01,6.217696527400668174e+02,9.584480135927022104e+01,4.105080413118920024e-01,1.368127594411301107e-01,2.871433030027268436e-07,8.483589373750077561e+06
